word,Anxious,Depressed,Happy,Introvert,Stable,bio_frequency,km_half_life_days,lognormal_half_life_days,lognormal_mu,lognormal_sigma,prev1,prev2,unique_users
martian,45.80065969472364,53.89593347212901,35.69949048039888,53.95091740970452,30.57988049682007,80.0,107.0,114.09,4.736972,2.36415,0.417605190832522,0.4351779178290839,71.0
martin,43.254865160753,43.23842188955906,60.43437626619497,50.62185728309072,58.46980413038583,662.0,198.0,205.2,5.323979,2.218728,4.4109548281685145,3.18612404124865,576.0
martinez,57.31452569402322,48.34834298743873,56.03680260506143,36.13677667873642,44.6550155929725,154.0,122.0,118.44,4.774446,2.026571,0.9396116793731746,0.8625848014112198,128.0
martini,54.13220328805468,56.25668703502844,63.25251550257377,44.32295194893612,63.39738579888044,72.0,443.0,334.05,5.811297,2.213851,0.8613107060920767,0.5750565342741465,70.0
martinis,59.21039558344743,59.88727227938506,49.76553224075183,66.58417593225245,48.05005454908361,80.0,467.0,465.7,6.143532,1.988254,0.6786084351028483,0.3186124041248649,73.0
marty,39.84274206093878,39.16054202815289,71.4419257703421,49.060492880289765,71.00593742091596,108.0,277.0,231.13,5.442972,2.140956,0.665558272889332,0.5206592945455111,91.0
marvel,49.76057281799921,50.46116578989348,46.36887796966203,62.8832058571729,36.46439167848777,1129.0,361.0,373.84,5.923832,1.923361,7.334191163996168,10.591919678590024,900.0
marvelous,53.18712675980508,48.9569347891316,59.79206068313079,71.18772332074833,54.17874413978697,97.0,240.0,270.16,5.599005,2.103627,0.3132038931243915,0.629453774002782,96.0
marvin,45.35304461780418,39.42286899603242,57.01668527276124,30.897583850388543,65.80322615278169,74.0,131.0,125.36,4.831184,1.827085,0.3915048664054894,0.3652386096065525,60.0
marx,49.02064893126851,62.98698050967817,54.61393747443094,71.43460512360498,46.3003061348468,67.0,220.0,248.13,5.513938,2.20456,0.5481068129676852,0.4662620548168756,61.0
marxism,48.98862527382651,68.31192920955137,22.80765397387664,77.0816493347206,11.331383854327033,37.0,132.0,108.65,4.688089,1.762676,0.0913511354946142,0.1321075821981147,32.0
marxist,42.71934214083702,66.4747297377207,35.50675381062357,78.23437042115914,28.509416838064404,128.0,224.0,217.73,5.383269,2.179509,0.4698058396865873,1.3521599589689393,105.0
mary,46.99236472045566,39.71598644959555,64.42904108586751,52.22458085197349,62.204169902395634,742.0,253.0,252.52,5.531478,2.152144,8.03889992352605,5.268761219430694,655.0
maryjane,67.83650828464839,57.1140932575392,33.4581145966531,33.99500585140244,26.51403860444922,49.0,59.0,53.66,3.982734,1.547608,0.1957524332027447,0.0854813767164272,44.0
maryland,38.92216603974668,37.57490031960232,68.33903380174688,54.61714060243994,70.62292377840069,889.0,563.0,545.99,6.302595,2.161415,6.65558272889332,5.69616810301283,739.0
marylander,38.09278948668524,41.23879227389754,62.6538804619122,62.31600006270261,74.37402401495044,53.0,593.0,450.79,6.110992,2.010573,0.2871035686973589,0.4040937808412921,42.0
marymount,41.25894622425259,28.260633536445678,69.00397965075925,51.63665838482986,63.09785766796608,44.0,439.0,346.82,5.848803,1.964122,0.2740534064838426,0.2253599931614898,37.0
maryville,26.82237536378149,22.242819443760297,70.64887127196941,40.13186441852919,75.19260513003168,34.0,1141.0,945.73,6.851959,2.000135,0.4828560019001036,0.4274068835821359,31.0
mas,58.38023738763727,53.73138139118502,87.69296246433605,39.81938982335892,40.52204079205467,747.0,153.0,201.55,5.306057,2.295826,1.5138188167678923,2.3157682055904822,637.0
mascara,75.42971534699873,59.46048339785184,48.50203762892848,35.98589178608,56.61944180762261,51.0,85.0,84.95,4.442015,1.846609,0.3784547041919731,0.1476496506920106,46.0
mascot,32.6253030380604,29.64625084741931,75.28293844761416,44.51891883010861,74.08262913479537,196.0,327.0,331.87,5.804757,2.484004,1.6051699522625067,1.0957158288196576,159.0
masculine,39.017791802439625,51.6722240490404,45.13234552195541,30.040034956079054,55.422585468543936,35.0,181.0,220.11,5.394146,2.325288,0.3393042175514241,0.9247530753868032,33.0
masculinity,38.56812827156608,49.27197689151207,58.1999699684326,65.25885458732,53.39633828798026,66.0,128.0,113.32,4.730219,2.026477,0.1435517843486794,0.4662620548168756,52.0
mash,43.027142456676025,53.00902437263161,46.64615595765975,33.344734074973914,52.18868644639698,66.0,165.0,119.1,4.77996,1.861205,0.3262540553379078,0.2797572328901253,58.0
mashable,43.87812435898551,44.87128393240762,48.09991851822798,68.92405199754268,48.82659309280238,54.0,282.0,261.36,5.565886,1.496373,1.0048624904407562,0.3963227465943442,42.0
mashed,58.04689759317226,57.55420184249953,31.48717004897549,51.71211922941358,29.27273484913125,59.0,91.0,125.52,4.832444,2.164542,0.3523543797649405,0.2486730959023336,59.0
mashup,39.819684082951866,49.71397951584781,67.10952547293992,58.00521369406471,44.89488923937317,41.0,216.0,172.38,5.149729,1.928273,0.2349029198432936,0.209817924667594,38.0
mask,54.0030076614952,61.28163145079496,45.32175058251691,56.09466916441903,37.47912618325438,853.0,199.0,163.93,5.099436,1.576517,0.874360868305593,7.110496335957353,808.0
masked,42.588626222171946,49.92785355927556,49.46385689451318,67.51789979276846,39.40521516473317,99.0,209.0,235.65,5.462336,1.741805,0.1566019465621957,0.4818041233107714,91.0
masks,51.62321293864533,54.15766488432089,43.74290407361162,72.14789255577449,28.71160545926711,146.0,145.0,152.04,5.024144,1.626159,0.2479530820568099,1.0957158288196576,139.0
masochist,59.20359212822765,65.03984695145199,35.94825591704937,58.59884234725698,41.31047452979314,82.0,229.0,193.81,5.266877,1.910595,0.4437055152595546,0.4429489520760318,73.0
mason,47.401111046781885,44.01598256616197,63.808600574184105,52.16078850743823,63.72610271270016,423.0,304.0,317.2,5.759526,2.167794,3.32779136444666,3.085100596038327,338.0
masquerading,47.73565791559006,55.47384487151271,53.99308557282736,73.53542158639414,38.22368595935518,59.0,69.0,106.01,4.663534,2.214645,0.2871035686973589,0.2797572328901253,56.0
mass,40.6059732268569,44.276296780949146,57.72311801871375,62.54588392155145,54.61285360603409,1007.0,277.0,281.01,5.638386,2.040779,6.342378835768929,5.121111568738684,866.0
massachusetts,42.41807476327768,43.887023736895856,75.18367891521696,67.08989535045846,73.21236371125482,530.0,694.0,738.96,6.60525,2.264994,2.7666343892654583,2.945221979593264,454.0
massacre,51.96424951146539,65.26296684338342,48.2420292450607,67.88440686234406,22.93855367202585,47.0,113.0,132.73,4.888299,2.356625,0.1827022709892284,0.2253599931614898,41.0
massage,47.26154654948837,45.11662890369584,62.504808412920745,68.698714348395,72.95532559401711,285.0,716.0,814.49,6.702561,2.124877,5.2070147231930095,3.4425681713979315,234.0
masses,37.65974159566911,47.22742620868201,54.77706484169852,60.91500242166544,53.6651727301805,182.0,199.0,201.74,5.307003,2.048155,1.1484142747894357,0.9869213493623866,172.0
masshole,55.03196534873807,63.03390959928466,38.42959905372763,50.88448717949855,39.278131446886086,122.0,324.0,443.81,6.095388,2.320056,1.0309628148677887,0.955837212374595,105.0
massive,46.70356957869368,52.001221249654726,45.87958410143816,58.50645869500172,49.81983000256549,351.0,305.0,289.78,5.669106,1.981043,1.8009223854652514,2.2458288973679505,329.0
master,42.12518176592288,47.40312298801384,55.45762183272165,62.24792024122969,57.6114077632662,4254.0,271.0,277.58,5.626113,2.053884,38.53712901651368,33.46207346735777,3731.0
mastered,47.67332607304684,45.77560751051945,49.82262588448213,41.76093020564969,51.981589647744165,84.0,146.0,203.89,5.317603,2.235568,0.2610032442703263,0.5128882602985632,80.0
mastering,36.735848784314975,43.50971422769576,57.01365069544393,44.01609322378355,58.91949294128875,240.0,213.0,210.21,5.348105,2.172831,1.6834709255436044,1.7407116713163355,201.0
mastermind,39.99577762306088,42.4790483855794,53.87104822010671,54.533177611528494,64.87051845123096,234.0,133.0,156.94,5.055858,1.998477,1.3180663835651478,0.9169820411398552,205.0
masterpiece,61.26888550391407,53.76531762964578,47.41714415059917,42.58976986308607,46.18719704928982,192.0,169.0,146.77,4.988848,2.262217,1.3180663835651478,1.2977627192403036,180.0
masters,45.16875024544235,44.57083565420056,59.48447736379055,60.56972041178446,64.20605470960419,1030.0,347.0,309.69,5.735583,1.7793,6.629482404466288,7.42133770583527,932.0
mastery,28.48605677862749,34.09799044516009,68.79814308439049,72.53480075615923,79.31714666712884,66.0,272.0,188.33,5.238214,2.079153,0.4045550286190057,0.4274068835821359,59.0
mastodon,49.26376720478977,62.16402734401475,35.786256966372484,64.46627726415988,26.080219328538924,1260.0,243.0,242.56,5.491259,1.702525,0.1305016221351631,1.367702027462835,1236.0
mat,39.38578787725805,37.61011592063921,74.26314066681219,59.442301048421285,63.67090902621458,125.0,216.0,224.15,5.412331,2.202102,0.7960598950244951,0.738248253460053,106.0
matata,53.309553102319626,49.17224745363154,33.75113136853051,32.41481257348139,39.11362663425866,317.0,118.0,131.83,4.881548,2.044375,2.1793770896572244,1.0801737603257615,298.0
match,45.7165026800955,45.72457194964988,55.21941914000491,54.32157052008771,58.37950059086244,400.0,147.0,150.77,5.015759,2.344368,2.1402266030166754,2.331310274084378,377.0
matches,39.50336932465193,39.641540144458205,57.18375665844815,53.00605896743521,56.64977375699849,108.0,316.0,209.92,5.346714,2.399021,0.5742071373947178,0.6605379109905737,104.0
matching,58.19334484042874,45.95342112085757,60.349561146024456,71.69336963980086,73.87561146187792,80.0,148.0,185.4,5.222525,2.174903,0.456755677473071,0.4274068835821359,77.0
matchmaker,49.41178756233015,43.20416034971527,71.22956917085176,46.06567531818328,88.31499979645703,52.0,281.0,353.07,5.866679,1.739476,0.5481068129676852,0.2797572328901253,48.0
mate,51.4134227317122,54.66102519382222,49.14931863402233,58.855150800955,48.894712323444736,207.0,175.0,171.56,5.144954,2.230149,1.291966059138115,1.3366178904750434,192.0
mated,43.97648772356862,58.29534815421298,23.93377374694465,77.02682703210829,33.17339961924219,72.0,193.0,172.47,5.150245,1.827622,0.3001537309108752,0.2409020616553857,52.0
mateo,57.81910653923305,35.94589247403449,65.29295973531313,56.86259538831359,61.30162207514925,42.0,530.0,594.36,6.387483,2.175031,0.3001537309108752,0.955837212374595,40.0
mater,44.99914586247641,35.49655488815158,75.95912775896177,53.05979258016485,79.68179808422457,93.0,222.0,235.99,5.463803,2.189703,0.9657120038002072,0.4274068835821359,89.0
material,42.96809082178486,46.48960913947594,53.2472745424179,66.75330515617225,51.90028381884741,296.0,195.0,226.66,5.423445,2.30054,1.7748220610382186,2.121492349416784,285.0
materials,38.74824617376479,38.45167019250672,71.88886820064442,86.90154473358294,66.36425567295531,153.0,1233.0,1297.61,7.168282,2.530391,1.083163463721854,1.5619778836365332,143.0
maternal,61.28011849928532,53.06107209154028,58.17814898324731,72.7097123074714,54.84522241371146,45.0,908.0,600.33,6.39748,2.17714,0.1957524332027447,0.5750565342741465,41.0
maternity,65.93064872124782,46.68599750063146,92.45203850601408,50.9088222029649,62.84291156956285,44.0,91.0,102.51,4.629987,1.159404,0.2740534064838426,0.209817924667594,44.0
mates,47.43582980025272,51.62564224458032,58.889966285003936,59.443499949455415,50.40413611347388,34.0,276.0,276.4,5.621841,2.228399,0.1305016221351631,0.1787337876798023,34.0
math,38.63624775271284,40.55172252959623,64.7748582158949,75.64877597519985,55.04849829416156,1182.0,399.0,408.89,6.013449,2.178733,11.7581961543782,14.345329219865873,939.0
mathematician,40.18686454010104,48.9962666972433,51.73400424243745,80.62015233391114,46.36907660219697,135.0,454.0,487.38,6.189044,2.156301,1.4616181679138271,1.7173985685754918,112.0
mathematics,37.115434871275205,39.789717829092936,68.69985108067637,78.47729632668138,56.41263253053195,184.0,492.0,430.71,6.065431,1.950975,2.0488754675220613,2.4012495823069093,158.0
mathew,55.01972863593575,50.21814480682528,58.60107679031542,41.01213719560637,60.08468364682954,41.0,249.0,210.66,5.350239,2.218382,0.5089563263271363,0.3341544726187608,38.0
matrix,40.699557481752834,51.54008735508201,56.32033224664139,72.26889090853794,50.46646616161989,132.0,201.0,192.71,5.261165,2.179486,0.8091100572380114,0.8004165274356364,123.0
matt,43.630084908795965,45.39963971041567,60.1209964132285,48.12326430190525,57.31622190390478,966.0,248.0,234.61,5.457915,2.062529,6.277128024701347,4.639307445427912,828.0
matter,58.38719095634053,61.638363650424566,43.06929229889677,46.9539284996853,45.06602070867064,4666.0,184.0,184.13,5.215657,2.139991,21.010761163761263,53.37146320803836,4281.0
mattered,65.06791648084243,65.2863738759056,36.31625128504859,32.19584370041639,41.76201001381092,34.0,57.0,65.72,4.185386,1.904756,0.169652108775712,0.202046890420646,34.0
matters,48.98552456737369,51.30411988725974,50.12840956194397,57.111235892196646,54.64335052123134,1798.0,192.0,197.24,5.284432,2.209929,9.396116793731746,9.25530178811498,1674.0
matthew,44.17101977141746,39.956223058089314,54.10475179587621,43.37758183938334,55.382470387559145,989.0,188.0,199.59,5.296263,2.079394,9.330865982664164,7.265917020896311,829.0
matthews,45.87006170397655,39.68771553218558,57.992009501008,44.41632094981743,60.17920915700665,160.0,310.0,268.05,5.591156,2.470168,1.1484142747894357,0.6993930822253134,128.0
mattress,54.50870202227088,55.42383550808122,41.59635348663683,52.58133675682305,47.85191748907496,61.0,111.0,92.86,4.531084,1.850802,0.3262540553379078,0.209817924667594,57.0
matty,42.53062146981038,37.79278811835615,57.54702834122526,37.66594466698302,37.1286630056964,60.0,113.0,149.41,5.006705,2.42721,0.3001537309108752,0.310841369877917,51.0
mature,48.9299264433156,52.80637599141219,48.14738352403148,57.16943509168537,52.21692232079796,194.0,217.0,279.16,5.631785,2.369736,1.3833171946327292,1.476496506920106,186.0
maturity,42.72931266987154,42.62119872315676,55.59050534333636,74.39729479990261,49.193952330902825,52.0,90.0,166.77,5.116639,2.344383,0.3393042175514241,0.202046890420646,51.0
maui,44.68028397646847,42.63146916324403,76.28899730741895,56.83946810354969,80.69466684614686,83.0,699.0,569.71,6.345133,2.290829,0.5872572996082341,0.6372248082497299,68.0
maurice,65.22372160013322,63.517651787481135,59.95225536940728,44.42843668317721,58.34992032774727,89.0,162.0,144.2,4.97117,2.353486,0.6264077862487831,0.310841369877917,78.0
maven,45.11161892711361,45.320177310323785,62.22789639971664,66.05480385928063,65.09362272986061,723.0,271.0,268.2,5.591724,1.809233,6.185776889206733,2.851969568629889,626.0
maverick,47.936026363132896,44.82809104901748,66.16238731556922,50.07550183794848,70.02968146886246,168.0,384.0,317.72,5.761178,2.034988,1.3963673568462456,1.0024634178562826,150.0
mavericks,38.3259364442914,34.11306429089075,62.73138557710152,39.42068998102008,69.17087516386498,291.0,387.0,391.8,5.970753,2.028587,2.662233091557328,2.1603475206515235,240.0
mavs,40.948160870005424,40.89982466054917,55.022310229918034,36.93646626995076,64.33646058197496,425.0,309.0,337.94,5.822864,2.029218,4.528406288090161,3.730096438535005,332.0
max,42.997565414909495,45.005376513362144,65.91834628393927,55.981502400074525,68.06071645473295,659.0,306.0,281.92,5.641618,2.115665,4.763309207933455,3.901059191967859,596.0
maxi,42.97986151730108,48.7258943015613,38.59580509328812,41.58227403325008,36.78390545993015,43.0,116.0,111.36,4.712798,1.787979,0.0652508110675815,0.2564441301492816,40.0
maxim,60.52457366512203,60.01823312015202,59.58836495811225,27.697802873450183,70.43812782157732,56.0,237.0,260.89,5.564091,1.921148,0.4045550286190057,0.1787337876798023,45.0
maximalist,35.28061315195892,43.50133458836075,50.84041386440416,65.21111295282395,39.51934973550728,35.0,298.0,292.45,5.678286,1.647629,0.0522006488540652,0.3885517123473963,33.0
maximize,24.043234768320325,18.60555880686346,72.83476872633543,79.1535428793235,83.58236813334345,119.0,426.0,425.15,6.052444,1.858897,0.6525081106758157,0.6449958424966779,112.0
maximizing,14.8786051687947,8.408776843355476,74.46104224005235,81.25808532562336,79.05969652992883,50.0,370.0,481.62,6.177148,1.760891,0.2218527576297773,0.2564441301492816,46.0
maximum,37.48361936237354,43.363238693499525,52.56599207707141,56.0658570941112,47.85851307720431,148.0,252.0,275.01,5.616812,2.079471,1.1092637881488867,0.9092110068929072,141.0
maximus,61.573725136222826,60.69083643535195,56.1795104607165,46.7007417630811,52.44157348808059,34.0,279.0,300.74,5.706259,1.907459,0.1566019465621957,0.1865048219267502,31.0
maxwell,34.48384422639082,23.512022105159545,76.59674996521449,67.59548664437857,81.72396371471433,109.0,397.0,392.57,5.972724,1.973774,1.0440129770813051,0.6139117055088862,88.0
may,49.22468126934073,52.49461250128196,46.196645369552186,55.03029295293257,45.18061960679882,7608.0,116.0,129.72,4.865402,1.965893,38.19782479896225,31.02196871381612,6701.0
maya,61.74732891141703,55.08304671205717,44.38526698543004,47.14015233973503,47.0260841190405,248.0,126.0,167.89,5.123311,2.152329,1.5268689789814087,1.5542068493895853,213.0
maybach,38.33889729848888,42.93514249660706,65.50584674149239,25.646937678602445,60.0753479698665,51.0,111.0,79.91,4.380889,1.932078,0.2218527576297773,0.0854813767164272,45.0
maybe,51.85895710634652,60.31930589290635,40.11189818910246,54.34046715379967,36.91239083548791,2495.0,104.0,104.68,4.650938,2.008829,10.727233339510413,11.2369155210867,2351.0
mayday,55.07096520149879,59.6182040646004,52.27036561319805,56.11967882479307,40.20636393273344,52.0,70.0,78.6,4.364401,1.531687,0.0783009732810978,0.0932524109633751,42.0
mayer,50.08469229220401,50.6530932235513,60.08339128507082,43.433527082261584,52.44033803815476,94.0,142.0,130.23,4.869333,1.984407,0.4828560019001036,0.4040937808412921,73.0
mayhem,48.23100083465069,53.89034193564659,60.61481349911101,67.77569914550517,49.59261839659008,194.0,328.0,298.61,5.699151,1.844168,1.0570631392948215,0.8159585959295322,176.0
maynard,37.88539905436378,33.39122001997238,76.94335025831047,51.708748908635215,50.0180241200048,40.0,185.0,187.34,5.232921,2.478253,0.1305016221351631,0.1087944794572709,38.0
mayne,60.83730961026124,53.14110011795058,52.15988891855069,41.254517724826414,47.47032710774001,65.0,72.0,61.63,4.121074,1.816955,0.169652108775712,0.0932524109633751,63.0
mayo,47.4490131484522,46.4961552474676,52.17478972807411,62.76661002277568,54.45776685041881,132.0,194.0,172.91,5.152791,2.315633,0.7830097328109789,0.7926454931886885,108.0
mayonnaise,49.42890460650848,52.41213094438034,35.169925189208286,38.74435782463041,33.964809176543774,92.0,106.0,129.55,4.864053,1.899462,0.3915048664054894,0.3885517123473963,87.0
mayor,35.830512924149225,37.49892774162019,77.22098259536033,63.48247552962582,83.18678935023496,770.0,397.0,411.49,6.019793,2.213079,5.41581731860927,5.13665363723258,666.0
mayoral,29.89466862897076,43.7807002272911,77.31250196338368,71.95928303448653,82.46860531434336,47.0,205.0,223.8,5.410762,1.366068,0.1566019465621957,0.202046890420646,46.0
mays,42.2771415522704,38.36910403594217,47.29938847075379,36.447521326345885,44.71378084455627,51.0,183.0,215.35,5.372286,1.988643,0.3393042175514241,0.310841369877917,41.0
maze,52.67095958722364,51.28482127629255,40.23233966131895,63.761753014342126,54.69594697909217,81.0,81.0,103.47,4.639236,2.018298,0.3132038931243915,0.419635849335188,75.0
mb,49.51915316472083,47.17602872093008,50.61713883343484,45.96751035127863,45.04730651661518,149.0,104.0,110.38,4.703919,1.949127,0.4828560019001036,0.5206592945455111,127.0
mba,40.313528960017926,38.16722909139878,63.725684757479975,64.31534795349286,72.88336836571847,1571.0,646.0,684.45,6.528614,1.987994,18.4790296943391,15.013638165103394,1218.0
mbb,29.80401197209368,15.805019596049627,82.41796198760579,40.71448554779076,85.26018309432546,165.0,316.0,277.67,5.626448,1.900519,0.8091100572380114,2.2458288973679505,138.0
mbr,33.43832404927506,31.27635569748174,70.97882191563703,78.80159894040845,63.602358309075015,69.0,199.0,242.93,5.492765,1.569781,0.2218527576297773,0.2875282671370732,58.0
mc,41.38931463833252,42.691157417783,58.56247109485481,31.77164258554464,60.544920863427656,876.0,286.0,283.97,5.648865,2.082203,7.764846517042207,4.577139171452329,722.0
mca,35.736730452974776,31.87221203461446,59.49312035848369,39.05070443365453,71.12702058000676,50.0,142.0,151.01,5.017344,1.454731,0.2610032442703263,0.1476496506920106,41.0
mcc,47.22572434858985,40.39252103760104,44.80696301455034,31.546498036110087,44.58938795232981,97.0,160.0,131.03,4.875445,1.848111,0.8482605438785604,0.6139117055088862,80.0
mccain,47.497996524636186,61.30111157078603,63.65484795762229,49.8902548053179,62.28192751265277,43.0,326.0,303.57,5.715599,2.108435,0.1566019465621957,0.2486730959023336,31.0
mccarthy,48.20088361919352,45.32856154459435,67.60846580204044,51.429201649610654,63.2633850777079,66.0,160.0,161.22,5.082761,2.041113,0.5089563263271363,0.2797572328901253,56.0
mccartney,59.91560835496329,52.79908684118334,48.84030428655294,41.64300447140589,50.07734065867942,58.0,88.0,72.95,4.289778,2.565125,0.3393042175514241,0.1631917191859064,36.0
mcconnell,51.1805829364051,63.38928615379498,78.4558308620423,79.8447435276002,79.15114350825327,46.0,131.0,90.48,4.505106,1.875225,0.0522006488540652,0.3574675753596046,37.0
mccoy,40.51367870035756,34.9867235477938,69.81210275032903,48.82082194309591,66.06733307011372,50.0,171.0,215.09,5.371051,2.375428,0.4045550286190057,0.202046890420646,42.0
mcdonald,45.398130444597086,40.69820317555023,64.62512481138006,53.50777103854245,65.8442621633752,66.0,236.0,191.66,5.255748,2.159728,0.874360868305593,0.6760799794844696,60.0
mcdonalds,40.54085868278488,47.78321883604471,57.82399417483997,45.15230859591412,45.65278365998488,100.0,72.0,66.28,4.193848,1.891468,0.4698058396865873,0.3030703356309691,94.0
mcfc,43.56846527349877,48.318158616553184,50.24541642131995,41.40190742087712,52.94836215355232,75.0,732.0,619.11,6.428281,2.204782,1.9053236831733815,0.9946923836093344,63.0
mcfly,41.398574349186326,33.14133423899946,35.78573787787843,49.10801086910562,36.93460813017006,59.0,362.0,266.86,5.586712,2.369177,0.1827022709892284,0.1321075821981147,49.0
mcgee,48.23190934509785,49.39654908616738,62.50269333422176,63.810997906454695,69.30633661471468,43.0,764.0,709.27,6.564232,2.171994,0.4698058396865873,0.2564441301492816,41.0
mcguire,50.599805947690335,48.155873127894665,47.75629569134802,35.74783095282706,46.263825463151775,38.0,340.0,272.44,5.607401,2.188328,0.2218527576297773,0.1787337876798023,34.0
mchs,53.68331310443261,42.81599016781488,47.22451474273574,32.54513084777347,28.829981158909813,77.0,79.0,86.8,4.463553,1.788043,0.665558272889332,0.3807806781004484,49.0
mckenzie,48.59233927573558,34.80469781650581,66.2507991710893,51.330268819131945,58.06979919356936,43.0,333.0,372.19,5.919414,2.481101,0.3132038931243915,0.2952993013840212,34.0
mckinney,34.339018015381846,27.51936293088386,86.90711845157485,63.45585985429421,80.96704035765092,37.0,464.0,312.31,5.743982,1.67107,0.5872572996082341,0.3030703356309691,34.0
mcm,48.21680531094819,43.34506754449756,44.74235527093325,45.90043748134771,42.74592069404825,36.0,267.0,189.66,5.245215,2.379342,0.4959061641136199,0.4740330890638235,33.0
mcmahon,44.07685973304332,44.37799411892821,46.6763871932237,33.74690863240323,47.5960709945166,41.0,180.0,172.18,5.148541,1.629907,0.1957524332027447,0.1476496506920106,33.0
mcqueen,54.72675902972867,49.4663900710142,41.93389258192192,37.20870719796733,56.99674719632319,33.0,75.0,122.64,4.809218,2.540462,0.1044012977081305,0.1243365479511668,30.0
mcr,78.73611825044112,74.3612555697509,40.467598032838985,38.09486838212637,20.32500651713417,105.0,114.0,137.62,4.924527,1.909232,0.2610032442703263,0.4429489520760318,80.0
mcs,51.614371018298655,51.350633243867705,53.12370583474958,39.92721374924575,44.42137364402435,35.0,212.0,167.63,5.121734,1.908763,0.208802595416261,0.2797572328901253,32.0
mcu,51.187151034251286,54.68587633821815,37.3858864263793,51.365615860673465,27.630857732803232,133.0,575.0,606.56,6.407804,1.93686,0.2479530820568099,1.6396882261060124,117.0
md,44.974132783546914,41.37450141982887,60.83359531471319,64.92861409547855,61.09388515862991,1176.0,424.0,429.99,6.063761,1.933283,8.913260791831643,10.475354164885804,960.0
mdc,54.42271238259695,48.54068755589037,62.06535856932024,41.05985407030015,36.63095629604309,43.0,255.0,182.78,5.208276,1.945768,0.3784547041919731,0.3030703356309691,40.0
mdiv,32.13884244642232,38.378868055758005,70.42756275729454,79.07942889964494,68.64986921419926,147.0,739.0,686.29,6.531295,1.76238,0.7830097328109789,1.0413185890910222,116.0
mead,32.3293996337345,48.37934695545072,58.71163858806446,52.59102378528897,61.2339015195499,41.0,631.0,736.16,6.601454,1.270001,0.3523543797649405,0.3419255068657088,39.0
meal,46.005427261377946,44.874150808450906,71.13610604746233,57.52985821740803,75.35344989133326,268.0,230.0,251.19,5.526223,2.211395,1.4746683301273436,1.5619778836365332,242.0
meals,38.16477461565204,31.6175769405994,75.58921993045374,68.34675966801751,80.78497140280938,160.0,430.0,397.69,5.985667,2.219863,0.9657120038002072,0.8315006644234281,153.0
mean,51.10769344341922,55.71704740411904,42.81911653351591,48.76688081683093,41.95292628766404,3636.0,97.0,106.7,4.669995,2.077873,17.761270772595704,15.557610562389748,3341.0
meanest,62.39337130904025,65.66881344384336,27.51201143276361,45.02334913919092,33.50893381540198,37.0,55.0,70.92,4.261497,1.94538,0.1044012977081305,0.1243365479511668,35.0
meaning,43.70698024043774,48.46016718953799,47.7860535307315,61.93702062902459,49.7271831722306,528.0,134.0,147.32,4.992604,2.234655,3.784547041919731,2.626609575468399,500.0
meaningful,37.22878027806252,36.44777689165629,77.60744524024055,78.99360850649907,74.31006727052959,294.0,302.0,301.06,5.707296,2.029866,2.0488754675220613,1.8417351165266584,278.0
meaningless,46.19112224021476,63.30879172297319,44.593630018651766,51.89253269357052,53.93733578758611,94.0,86.0,92.61,4.528363,1.916517,0.456755677473071,0.4973461918046672,90.0
meant,53.80281599509822,50.601633574128456,39.2595072468547,48.16927007910459,42.03457350277666,654.0,94.0,103.77,4.642155,2.13284,4.397904665954997,3.3104605891998165,619.0
meantime,44.217679079492775,51.9214637380727,37.14549316540774,49.79270014095446,43.69616042183578,107.0,174.0,143.72,4.967877,1.655025,0.4306553530460383,0.3730096438535004,104.0
meanwhile,55.27996302533387,59.08131856838315,49.34589297200076,52.885438043892194,40.88428128229685,72.0,109.0,97.84,4.583302,2.475461,0.2871035686973589,0.2175889589145419,58.0
measure,42.43865068409909,39.30865609116248,53.48045659861172,54.69407031219188,62.42456351017037,409.0,209.0,201.32,5.304913,1.981034,3.3408415266601765,2.28468406860269,388.0
measured,52.115006433094926,53.61109723524815,55.03494581634815,44.04177713056959,55.38409599289068,97.0,135.0,182.81,5.208471,2.213104,0.8352103816650441,0.5051172260516152,93.0
measurement,39.96158282228455,35.01463006288916,71.14494986608587,85.09864804678494,68.60759116024225,50.0,628.0,581.76,6.366055,1.831379,0.2479530820568099,0.4351779178290839,47.0
measures,40.98349488843991,38.694120839061,63.11085216020813,50.81040727804484,60.98963246597376,76.0,363.0,331.39,5.80329,1.972769,0.4437055152595546,0.4274068835821359,72.0
meat,41.597405206259786,52.61301104518433,46.78446454385724,56.80484621140616,46.02638875199202,629.0,183.0,180.48,5.195641,2.029567,3.784547041919731,3.916601260461755,573.0
meatball,62.22744060055472,62.555643641222616,26.50011092469714,49.34725033356252,21.966558360167816,51.0,240.0,166.26,5.113533,2.205754,0.1957524332027447,0.2952993013840212,45.0
meats,30.31489675097508,38.203060193818985,64.72090830893094,57.74958256264926,70.60315079335395,105.0,604.0,573.2,6.351233,1.757992,0.6264077862487831,0.955837212374595,97.0
mecca,42.25790095970275,38.315101838783065,58.916828631987386,51.394889422426914,52.282424145611685,32.0,500.0,549.61,6.309212,2.032984,0.2610032442703263,0.209817924667594,32.0
mech,33.305142171756884,46.41746285531391,47.03531322012626,64.12670952099484,55.19641173689728,64.0,478.0,464.59,6.141156,2.120548,0.3523543797649405,0.6605379109905737,56.0
mecha,41.6879222170115,68.45684254492524,29.70773408730452,90.41254869793327,15.332769951729052,46.0,806.0,538.53,6.288845,1.947507,0.2218527576297773,0.3496965411126567,37.0
